"443, Cottage 9",Nehru Marg,Opposite Shopping Complex,Aliganj,Bijnor,Uttar Pradesh,246701
"258, Flat 4",Station Road,Next to Central Park,Charbagh,Faizabad,Uttar Pradesh,224001
"191, Bungalow 25",Ramghat Road,Close to Bus Stand,Mahanagar,Shahjahanpur,Uttar Pradesh,242001
"427, House 30",Shivaji Marg,Opposite City Mall,Kakadeo,Moradabad,Uttar Pradesh,244001
"451, Villa 26",Gandhi Chowk,Near Main Market,GT Road,Rampur,Uttar Pradesh,244901
"88, Bungalow 28",Tagore Road,Near Stadium,Aashiana,Prayagraj,Uttar Pradesh,211001
"96, House 9",Ravindrapuri Road,Adjacent to Police Station,Kidwai Nagar,Etah,Uttar Pradesh,207001
"84, Bungalow 22",Tilak Road,Opposite Bank,Charbagh,Mau,Uttar Pradesh,275101
"47, Cottage 7",Rajpath,Next to Community Center,Chowk,Meerut,Uttar Pradesh,250001
"40, House 19",Vikas Marg,Close to Airport,Aliganj,Prayagraj,Uttar Pradesh,211001
"439, Flat 4",Shastri Marg,Opposite Hospital,Chinhat,Mathura,Uttar Pradesh,281001
"215, Flat 2",Ashok Marg,Near District Court,Keshav Nagar,Mau,Uttar Pradesh,275101
"407, Flat 6",Ashok Marg,Near University,GT Road,Lucknow,Uttar Pradesh,226001
"123, Villa 9",Mall Road,Adjacent to Police Station,Vikas Nagar,Ayodhya,Uttar Pradesh,224123
"321, House 5",Vikas Marg,Near Railway Station,GT Road,Varanasi,Uttar Pradesh,221001
"278, Villa 22",Vivekananda Path,Next to Temple,Kalyanpur,Gorakhpur,Uttar Pradesh,273001
"393, Cottage 4",Patel Marg,Adjacent to Fire Station,Hazratganj,Etah,Uttar Pradesh,207001
"403, Villa 23",Rajpath,Near Industrial Area,GT Road,Hapur,Uttar Pradesh,245101
"246, Villa 12",Vikas Marg,Behind Govt. School,Model Town,Jhansi,Uttar Pradesh,284001
"195, Villa 29",Rajendra Nagar Road,Behind Govt. School,Model Town,Aligarh,Uttar Pradesh,202001
"138, Apt. 25",Rajpath,Close to Airport,Mahanagar,Shahjahanpur,Uttar Pradesh,242001
"223, Cottage 26",Jawahar Road,Near Stadium,Keshav Nagar,Kanpur,Uttar Pradesh,208001
"21, Flat 21",Nehru Road,Near Stadium,Rambagh,Etawah,Uttar Pradesh,206001
"28, Villa 30",Mahatma Gandhi Road,Near District Court,Lal Bangla,Meerut,Uttar Pradesh,250001
"226, Bungalow 5",Station Road,Adjacent to Fire Station,Hazratganj,Rampur,Uttar Pradesh,244901
"294, Apt. 17",Ambedkar Road,Next to Temple,Shahganj,Etah,Uttar Pradesh,207001
"456, Cottage 26",Station Road,Behind Govt. School,Aliganj,Varanasi,Uttar Pradesh,221001
"415, Villa 19",Nehru Marg,Behind Post Office,Charbagh,Kanpur,Uttar Pradesh,208001
"133, House 17",Nehru Marg,Near University,Chinhat,Muzaffarnagar,Uttar Pradesh,251001
"97, Villa 9",Gandhi Chowk,Behind Post Office,Kakadeo,Unnao,Uttar Pradesh,209801
"200, Flat 13",Nehru Road,Near District Court,Tajganj,Sitapur,Uttar Pradesh,261001
"64, Bungalow 6",Tilak Road,Opposite Hospital,Nehru Nagar,Moradabad,Uttar Pradesh,244001
"195, House 1",Ambedkar Road,Next to Community Center,Swaroop Nagar,Bijnor,Uttar Pradesh,246701
"30, Villa 16",University Road,Next to Temple,Shastri Nagar,Faizabad,Uttar Pradesh,224001
"158, Cottage 30",Station Road,Next to Community Center,Raj Nagar,Bareilly,Uttar Pradesh,243001
"293, Flat 4",Lal Bahadur Shastri Road,Adjacent to Fire Station,Shyam Nagar,Muzaffarnagar,Uttar Pradesh,251001
"354, Cottage 28",Mahatma Gandhi Road,Opposite Shopping Complex,Kakadeo,Mathura,Uttar Pradesh,281001
"304, Bungalow 9",Mahatma Gandhi Road,Next to Central Park,Civil Lines,Prayagraj,Uttar Pradesh,211001
"119, Flat 18",Tagore Road,Next to Central Park,Tajganj,Noida,Uttar Pradesh,201301
"274, Cottage 20",Subhash Chauraha,Next to Temple,GT Road,Firozabad,Uttar Pradesh,283203
"65, House 5",Mall Road,Near Railway Station,Lal Bangla,Deoria,Uttar Pradesh,274001
"483, Cottage 23",Vivekananda Path,Near University,Sigra,Mau,Uttar Pradesh,275101
"139, Cottage 7",Nehru Marg,Next to Temple,Mahanagar,Bareilly,Uttar Pradesh,243001
"116, Bungalow 1",Nehru Road,Near Main Market,Kakadeo,Mau,Uttar Pradesh,275101
"124, Apt. 17",Tagore Road,Next to Community Center,Lal Bangla,Hapur,Uttar Pradesh,245101
"40, Bungalow 20",Subhash Chauraha,Opposite Bank,Chowk,Farrukhabad,Uttar Pradesh,209625
"400, Apt. 5",Vivekananda Path,Next to Community Center,Mahanagar,Ayodhya,Uttar Pradesh,224123
"245, House 24",Patel Marg,Opposite Shopping Complex,Aminabad,Ayodhya,Uttar Pradesh,224123
"64, House 24",Tilak Road,Next to Temple,Kalyanpur,Aligarh,Uttar Pradesh,202001
"431, Bungalow 21",Nehru Marg,Next to Temple,Sigra,Ghaziabad,Uttar Pradesh,201001
"271, Villa 26",University Road,Behind Post Office,Gomti Nagar,Ghaziabad,Uttar Pradesh,201001
"225, Flat 15",Station Road,Near Metro Station,Kalyanpur,Bijnor,Uttar Pradesh,246701
"366, Apt. 7",Subhash Chauraha,Near Main Market,Shahganj,Kanpur,Uttar Pradesh,208001
"266, Cottage 27",Rajendra Nagar Road,Close to Airport,Jankipuram,Muzaffarnagar,Uttar Pradesh,251001
"66, Villa 10",Station Road,Next to Central Park,Raj Nagar,Ghaziabad,Uttar Pradesh,201001
"207, Villa 7",Sardar Patel Road,Adjacent to Police Station,Kamla Nagar,Mainpuri,Uttar Pradesh,205001
"433, Flat 25",Rajendra Nagar Road,Near Industrial Area,Sikandra,Meerut,Uttar Pradesh,250001
"462, Flat 23",Subhash Chauraha,Behind Govt. School,Civil Lines,Rampur,Uttar Pradesh,244901
"302, Villa 4",Mall Road,Close to Airport,Vijay Nagar,Saharanpur,Uttar Pradesh,247001
"398, Cottage 5",Mall Road,Opposite Hospital,Kavi Nagar,Bareilly,Uttar Pradesh,243001
"228, House 2",Tilak Road,Opposite Shopping Complex,Kamla Nagar,Meerut,Uttar Pradesh,250001
"392, Bungalow 26",Nehru Road,Opposite Hospital,Keshav Nagar,Deoria,Uttar Pradesh,274001
"271, Flat 8",Jawahar Road,Near District Court,Shastri Nagar,Meerut,Uttar Pradesh,250001
"396, House 25",Mahatma Gandhi Road,Next to Temple,Kalyanpur,Etawah,Uttar Pradesh,206001
"200, Bungalow 14",Mall Road,Opposite City Mall,Sikandra,Mathura,Uttar Pradesh,281001
"274, Bungalow 11",Mall Road,Near Stadium,Kidwai Nagar,Agra,Uttar Pradesh,282001
"237, Cottage 14",Station Road,Opposite Bank,Chinhat,Deoria,Uttar Pradesh,274001
"371, Villa 8",Nehru Marg,Behind Post Office,Sigra,Firozabad,Uttar Pradesh,283203
"14, Apt. 21",Shivaji Marg,Next to Community Center,Kamla Nagar,Ayodhya,Uttar Pradesh,224123
"472, Cottage 22",Station Road,Adjacent to Fire Station,Kalyanpur,Ayodhya,Uttar Pradesh,224123
"9, Flat 9",Ramghat Road,Opposite Hospital,Sikandra,Farrukhabad,Uttar Pradesh,209625
"186, Cottage 10",Tilak Road,Next to Community Center,Ashiyana,Faizabad,Uttar Pradesh,224001
"264, Cottage 30",Ashok Marg,Near Main Market,Saket Nagar,Ghaziabad,Uttar Pradesh,201001
"237, Flat 8",Ashok Marg,Next to Central Park,Swaroop Nagar,Jhansi,Uttar Pradesh,284001
"85, Bungalow 15",Gandhi Chowk,Next to Temple,Model Town,Gorakhpur,Uttar Pradesh,273001
"94, Villa 15",Ashok Marg,Next to Temple,Chinhat,Etah,Uttar Pradesh,207001
"115, Apt. 18",Rajpath,Near Main Market,Saket Nagar,Gorakhpur,Uttar Pradesh,273001
"372, House 28",Shastri Marg,Near Main Market,Nirala Nagar,Unnao,Uttar Pradesh,209801
"176, Flat 10",Tilak Road,Behind Govt. School,Sigra,Jhansi,Uttar Pradesh,284001
"273, Flat 25",Patel Marg,Near Railway Station,Aashiana,Meerut,Uttar Pradesh,250001
"270, Villa 16",Patel Marg,Next to Community Center,Kavi Nagar,Mainpuri,Uttar Pradesh,205001
"161, Apt. 20",University Road,Near Main Market,Aliganj,Bijnor,Uttar Pradesh,246701
"63, Flat 8",Ravindrapuri Road,Near Railway Station,Saket Nagar,Faizabad,Uttar Pradesh,224001
"284, Cottage 17",Tilak Road,Near Railway Station,Aliganj,Etawah,Uttar Pradesh,206001
"442, Bungalow 14",Ashok Marg,Opposite Shopping Complex,Hazratganj,Aligarh,Uttar Pradesh,202001
"428, Bungalow 1",Rajendra Nagar Road,Near Railway Station,Vikas Nagar,Noida,Uttar Pradesh,201301
"234, Flat 25",University Road,Near Railway Station,Sigra,Rampur,Uttar Pradesh,244901
"177, Cottage 9",Jawahar Road,Next to Central Park,Chinhat,Bareilly,Uttar Pradesh,243001
"437, Villa 21",Subhash Chauraha,Near Stadium,Alambagh,Kanpur,Uttar Pradesh,208001
"464, House 27",Lal Bahadur Shastri Road,Opposite Shopping Complex,Aliganj,Bareilly,Uttar Pradesh,243001
"170, Cottage 11",Rajpath,Next to Community Center,Cantt Area,Gorakhpur,Uttar Pradesh,273001
"271, Villa 22",Station Road,Opposite Shopping Complex,Gomti Nagar,Bareilly,Uttar Pradesh,243001
"57, Apt. 21",Vivekananda Path,Near Railway Station,Shyam Nagar,Deoria,Uttar Pradesh,274001
"57, House 2",Mahatma Gandhi Road,Adjacent to Police Station,Shyam Nagar,Noida,Uttar Pradesh,201301
"327, Apt. 26",Vivekananda Path,Opposite Hospital,Chowk,Etawah,Uttar Pradesh,206001
"120, Cottage 14",Tagore Road,Near Stadium,Model Town,Mainpuri,Uttar Pradesh,205001
"432, House 13",Mahatma Gandhi Road,Behind Post Office,Alambagh,Jhansi,Uttar Pradesh,284001
"144, Cottage 30",Station Road,Near District Court,Mahanagar,Mainpuri,Uttar Pradesh,205001
"361, Bungalow 16",Tagore Road,Next to Temple,Tajganj,Basti,Uttar Pradesh,272001
"10, House 22",Mahatma Gandhi Road,Close to Airport,Rambagh,Ghaziabad,Uttar Pradesh,201001
"442, Apt. 15",Shastri Marg,Adjacent to Fire Station,Mahanagar,Mathura,Uttar Pradesh,281001
"19, Bungalow 26",Mall Road,Adjacent to Fire Station,Sikandra,Kanpur,Uttar Pradesh,208001
"426, Villa 22",Sardar Patel Road,Near Railway Station,Mahanagar,Aligarh,Uttar Pradesh,202001
"411, House 5",Sardar Patel Road,Adjacent to Police Station,Keshav Nagar,Ayodhya,Uttar Pradesh,224123
"376, House 1",Tilak Road,Near Metro Station,Kavi Nagar,Bijnor,Uttar Pradesh,246701
"337, Apt. 24",Ramghat Road,Near Stadium,Shastri Nagar,Jhansi,Uttar Pradesh,284001
"288, Bungalow 19",Ravindrapuri Road,Near Metro Station,Chinhat,Varanasi,Uttar Pradesh,221001
"34, Flat 22",Shivaji Marg,Near University,Sarvodaya Nagar,Bareilly,Uttar Pradesh,243001
"460, Cottage 30",Mall Road,Next to Temple,Keshav Nagar,Bareilly,Uttar Pradesh,243001
"422, Flat 26",Shastri Marg,Near University,GT Road,Meerut,Uttar Pradesh,250001
"251, Apt. 24",Vikas Marg,Close to Airport,Shyam Nagar,Lucknow,Uttar Pradesh,226001
"218, Apt. 30",Ambedkar Road,Next to Central Park,Model Town,Rampur,Uttar Pradesh,244901
"361, Bungalow 13",Tagore Road,Behind Post Office,Cantt Area,Muzaffarnagar,Uttar Pradesh,251001
"234, Cottage 16",Mall Road,Near Metro Station,Kalyanpur,Bijnor,Uttar Pradesh,246701
"458, Bungalow 24",Ambedkar Road,Next to Central Park,Gomti Nagar,Ayodhya,Uttar Pradesh,224123
"302, Cottage 9",Patel Marg,Opposite Hospital,Model Town,Lucknow,Uttar Pradesh,226001
"388, Cottage 18",Ashok Marg,Next to Community Center,Saket Nagar,Deoria,Uttar Pradesh,274001
"179, Flat 19",Tilak Road,Opposite Shopping Complex,Kakadeo,Aligarh,Uttar Pradesh,202001
"400, Flat 4",Jawahar Road,Opposite Hospital,Indira Nagar,Lucknow,Uttar Pradesh,226001
"41, Bungalow 21",Sardar Patel Road,Opposite Bank,Lal Bangla,Noida,Uttar Pradesh,201301
"339, Cottage 3",Patel Marg,Close to Airport,Nehru Nagar,Muzaffarnagar,Uttar Pradesh,251001
"329, Villa 25",Tagore Road,Opposite City Mall,Shahganj,Saharanpur,Uttar Pradesh,247001
"198, Flat 8",Vivekananda Path,Near Railway Station,Aashiana,Agra,Uttar Pradesh,282001
"476, House 1",Patel Marg,Near District Court,Cantt Area,Bijnor,Uttar Pradesh,246701
"242, Apt. 24",Ramghat Road,Next to Temple,Model Town,Faizabad,Uttar Pradesh,224001
"89, Villa 10",Vikas Marg,Behind Govt. School,Gomti Nagar,Farrukhabad,Uttar Pradesh,209625
"450, Flat 25",Nehru Road,Near Stadium,Shastri Nagar,Etawah,Uttar Pradesh,206001
"282, Villa 26",Vikas Marg,Next to Community Center,Mahanagar,Ayodhya,Uttar Pradesh,224123
"395, Apt. 16",Station Road,Opposite Shopping Complex,Keshav Nagar,Mau,Uttar Pradesh,275101
"301, Villa 30",Ashok Marg,Near Stadium,Vijay Nagar,Muzaffarnagar,Uttar Pradesh,251001
"203, Bungalow 14",Station Road,Next to Temple,Indira Nagar,Noida,Uttar Pradesh,201301
"249, Villa 14",Rajendra Nagar Road,Next to Temple,Alambagh,Deoria,Uttar Pradesh,274001
"64, Apt. 21",Rajendra Nagar Road,Close to Airport,Kalyanpur,Agra,Uttar Pradesh,282001
"101, Bungalow 19",Nehru Road,Near University,Charbagh,Mathura,Uttar Pradesh,281001
"312, House 24",Patel Marg,Near Industrial Area,Kidwai Nagar,Meerut,Uttar Pradesh,250001
"104, Villa 8",Nehru Road,Next to Community Center,Model Town,Aligarh,Uttar Pradesh,202001
"165, Bungalow 11",Gandhi Chowk,Opposite Bank,Mahanagar,Gorakhpur,Uttar Pradesh,273001
"280, Bungalow 5",Jawahar Road,Opposite City Mall,Kalyanpur,Rampur,Uttar Pradesh,244901
"182, Apt. 23",Ambedkar Road,Next to Community Center,Ashiyana,Varanasi,Uttar Pradesh,221001
"216, Flat 14",Nehru Marg,Close to Bus Stand,Kamla Nagar,Saharanpur,Uttar Pradesh,247001
"474, Flat 29",Vikas Marg,Next to Community Center,Kalyanpur,Kanpur,Uttar Pradesh,208001
"101, Cottage 28",Vivekananda Path,Opposite City Mall,Alambagh,Jhansi,Uttar Pradesh,284001
"152, Bungalow 8",Vikas Marg,Next to Community Center,Hazratganj,Meerut,Uttar Pradesh,250001
"139, Villa 30",Shastri Marg,Opposite Hospital,GT Road,Gorakhpur,Uttar Pradesh,273001
"346, Apt. 14",Tilak Road,Close to Airport,Kakadeo,Sitapur,Uttar Pradesh,261001
"126, Villa 25",Jawahar Road,Near Industrial Area,Gomti Nagar,Noida,Uttar Pradesh,201301
"360, Bungalow 28",Shivaji Marg,Next to Temple,Shyam Nagar,Mainpuri,Uttar Pradesh,205001
"363, Flat 25",Shastri Marg,Opposite Bank,Nirala Nagar,Bareilly,Uttar Pradesh,243001
"238, Bungalow 21",Nehru Marg,Opposite Hospital,Cantt Area,Shahjahanpur,Uttar Pradesh,242001
"271, Apt. 28",Nehru Marg,Near University,Kalyanpur,Mau,Uttar Pradesh,275101
"185, Flat 22",Tilak Road,Next to Temple,Ashiyana,Varanasi,Uttar Pradesh,221001
"33, Villa 23",Ashok Marg,Adjacent to Police Station,Shyam Nagar,Mainpuri,Uttar Pradesh,205001
"471, Apt. 18",Shivaji Marg,Near Main Market,Aliganj,Bareilly,Uttar Pradesh,243001
"198, Cottage 8",Ravindrapuri Road,Opposite Shopping Complex,Sigra,Gorakhpur,Uttar Pradesh,273001
"48, Flat 5",Ramghat Road,Adjacent to Fire Station,Kalyanpur,Prayagraj,Uttar Pradesh,211001
"475, Villa 22",Mall Road,Opposite Shopping Complex,Model Town,Saharanpur,Uttar Pradesh,247001
"104, Bungalow 24",Nehru Road,Behind Govt. School,Shyam Nagar,Noida,Uttar Pradesh,201301
"395, Bungalow 24",Nehru Marg,Opposite Hospital,Swaroop Nagar,Bijnor,Uttar Pradesh,246701
"479, Flat 28",Vivekananda Path,Adjacent to Police Station,Model Town,Meerut,Uttar Pradesh,250001
"67, Flat 14",Ramghat Road,Opposite Hospital,Kalyanpur,Basti,Uttar Pradesh,272001
"410, Flat 12",Nehru Road,Close to Airport,Saket Nagar,Bijnor,Uttar Pradesh,246701
"406, Apt. 30",Tilak Road,Opposite Bank,Shyam Nagar,Saharanpur,Uttar Pradesh,247001
"256, Villa 3",Ravindrapuri Road,Near University,Indira Nagar,Sitapur,Uttar Pradesh,261001
"435, Cottage 26",Mall Road,Near Stadium,Kidwai Nagar,Farrukhabad,Uttar Pradesh,209625
"278, Cottage 5",Ramghat Road,Close to Airport,Shyam Nagar,Prayagraj,Uttar Pradesh,211001
"350, Apt. 7",Subhash Chauraha,Near Industrial Area,Model Town,Basti,Uttar Pradesh,272001
"39, Apt. 1",Shastri Marg,Close to Airport,Civil Lines,Aligarh,Uttar Pradesh,202001
"107, Apt. 22",Tilak Road,Near Railway Station,Sikandra,Ayodhya,Uttar Pradesh,224123
"176, Apt. 6",Mahatma Gandhi Road,Next to Community Center,Civil Lines,Shahjahanpur,Uttar Pradesh,242001
"397, Flat 2",Station Road,Opposite Shopping Complex,Chowk,Etawah,Uttar Pradesh,206001
"357, Bungalow 29",Ramghat Road,Next to Central Park,Swaroop Nagar,Ayodhya,Uttar Pradesh,224123
"411, Apt. 15",Jawahar Road,Near University,Aminabad,Jhansi,Uttar Pradesh,284001
"9, Apt. 2",Gandhi Chowk,Opposite Hospital,Lal Bangla,Bijnor,Uttar Pradesh,246701
"208, Cottage 11",Jawahar Road,Opposite Shopping Complex,Shyam Nagar,Etawah,Uttar Pradesh,206001
"223, Apt. 18",Rajpath,Opposite Hospital,Mahanagar,Rampur,Uttar Pradesh,244901
"313, Cottage 29",Ramghat Road,Behind Post Office,Tajganj,Firozabad,Uttar Pradesh,283203
"260, House 28",Patel Marg,Close to Bus Stand,Swaroop Nagar,Sitapur,Uttar Pradesh,261001
"86, House 12",Nehru Marg,Next to Central Park,Hazratganj,Saharanpur,Uttar Pradesh,247001
"350, Cottage 9",Jawahar Road,Near Railway Station,Vikas Nagar,Deoria,Uttar Pradesh,274001
"379, House 14",Shastri Marg,Opposite Hospital,Kakadeo,Meerut,Uttar Pradesh,250001
"323, House 28",Rajpath,Close to Bus Stand,Kidwai Nagar,Faizabad,Uttar Pradesh,224001
"41, Villa 5",Ramghat Road,Next to Community Center,Vikas Nagar,Mathura,Uttar Pradesh,281001
"259, Apt. 28",Shivaji Marg,Near University,Kamla Nagar,Saharanpur,Uttar Pradesh,247001
"370, Cottage 17",Vikas Marg,Near Metro Station,Kidwai Nagar,Bijnor,Uttar Pradesh,246701
"227, Cottage 5",Tagore Road,Adjacent to Fire Station,Shyam Nagar,Saharanpur,Uttar Pradesh,247001
"47, Flat 6",Gandhi Chowk,Next to Central Park,Aminabad,Etawah,Uttar Pradesh,206001
"477, Bungalow 18",Rajendra Nagar Road,Next to Temple,Sikandra,Lucknow,Uttar Pradesh,226001
"240, Apt. 11",Vikas Marg,Next to Temple,Kavi Nagar,Deoria,Uttar Pradesh,274001
"227, Cottage 12",University Road,Near Metro Station,Alambagh,Hapur,Uttar Pradesh,245101
"432, Villa 9",Sardar Patel Road,Adjacent to Police Station,Charbagh,Mathura,Uttar Pradesh,281001
"195, Villa 2",Station Road,Opposite Bank,Shyam Nagar,Shahjahanpur,Uttar Pradesh,242001
"338, Flat 8",Rajendra Nagar Road,Next to Community Center,Vijay Nagar,Ayodhya,Uttar Pradesh,224123
"373, Cottage 8",Vikas Marg,Near University,Shahganj,Deoria,Uttar Pradesh,274001
"89, Cottage 29",Subhash Chauraha,Opposite Shopping Complex,Indira Nagar,Hapur,Uttar Pradesh,245101
"388, Apt. 4",Shivaji Marg,Near Main Market,Rambagh,Hapur,Uttar Pradesh,245101
"47, Apt. 21",University Road,Near District Court,Shastri Nagar,Mainpuri,Uttar Pradesh,205001
"191, Apt. 8",Subhash Chauraha,Opposite Hospital,Model Town,Bijnor,Uttar Pradesh,246701
"131, House 2",Ashok Marg,Adjacent to Police Station,Shyam Nagar,Kanpur,Uttar Pradesh,208001
"457, Flat 8",Lal Bahadur Shastri Road,Near Industrial Area,Cantt Area,Deoria,Uttar Pradesh,274001
"114, Bungalow 27",University Road,Near University,Kalyanpur,Hapur,Uttar Pradesh,245101
"88, Apt. 19",Tilak Road,Adjacent to Fire Station,Mahanagar,Ghaziabad,Uttar Pradesh,201001
"212, Apt. 9",Ravindrapuri Road,Near Stadium,Shahganj,Mathura,Uttar Pradesh,281001
"105, Villa 17",Lal Bahadur Shastri Road,Near Stadium,Aashiana,Farrukhabad,Uttar Pradesh,209625
"419, Cottage 29",Shivaji Marg,Near Industrial Area,Chowk,Ghaziabad,Uttar Pradesh,201001
"472, Cottage 9",Nehru Marg,Next to Central Park,Jankipuram,Ayodhya,Uttar Pradesh,224123
"79, Cottage 17",Tagore Road,Next to Central Park,Lal Bangla,Unnao,Uttar Pradesh,209801
"434, House 7",Ambedkar Road,Opposite Shopping Complex,Kalyanpur,Ayodhya,Uttar Pradesh,224123
"305, Bungalow 6",Ramghat Road,Near Railway Station,GT Road,Unnao,Uttar Pradesh,209801
"12, Bungalow 24",Tilak Road,Opposite Hospital,Sigra,Gorakhpur,Uttar Pradesh,273001
"54, Villa 29",Shastri Marg,Opposite Shopping Complex,Chowk,Moradabad,Uttar Pradesh,244001
"439, Villa 14",Ambedkar Road,Near District Court,Raj Nagar,Varanasi,Uttar Pradesh,221001
"230, Flat 24",Mahatma Gandhi Road,Next to Temple,Aminabad,Rampur,Uttar Pradesh,244901
"176, Bungalow 30",Ashok Marg,Adjacent to Police Station,Nirala Nagar,Rampur,Uttar Pradesh,244901
"35, House 1",Sardar Patel Road,Close to Airport,Model Town,Farrukhabad,Uttar Pradesh,209625
"95, Apt. 1",Lal Bahadur Shastri Road,Opposite Hospital,Vijay Nagar,Firozabad,Uttar Pradesh,283203
"404, Cottage 23",Nehru Road,Close to Airport,Jankipuram,Mau,Uttar Pradesh,275101
"159, Flat 9",Station Road,Opposite Shopping Complex,Indira Nagar,Faizabad,Uttar Pradesh,224001
"143, House 11",Shivaji Marg,Near Main Market,Kalyanpur,Prayagraj,Uttar Pradesh,211001
"282, Bungalow 19",Rajpath,Near Railway Station,Aminabad,Etah,Uttar Pradesh,207001
"429, Flat 28",Gandhi Chowk,Near Stadium,Alambagh,Saharanpur,Uttar Pradesh,247001
"311, Flat 7",Lal Bahadur Shastri Road,Near Main Market,Indira Nagar,Etah,Uttar Pradesh,207001
"353, House 6",University Road,Next to Community Center,Keshav Nagar,Varanasi,Uttar Pradesh,221001
"500, Apt. 13",Sardar Patel Road,Behind Post Office,Charbagh,Lucknow,Uttar Pradesh,226001
"51, Apt. 1",Nehru Road,Near Main Market,Swaroop Nagar,Noida,Uttar Pradesh,201301
"164, Villa 1",Rajendra Nagar Road,Behind Post Office,Kidwai Nagar,Bareilly,Uttar Pradesh,243001
"228, House 29",Rajendra Nagar Road,Next to Temple,Nirala Nagar,Bijnor,Uttar Pradesh,246701
"476, Cottage 8",Tagore Road,Close to Bus Stand,Shyam Nagar,Etah,Uttar Pradesh,207001
"179, House 30",Ambedkar Road,Opposite Shopping Complex,Kalyanpur,Kanpur,Uttar Pradesh,208001
"444, Villa 21",Rajpath,Near Railway Station,Nirala Nagar,Kanpur,Uttar Pradesh,208001
"415, House 19",Ramghat Road,Behind Govt. School,GT Road,Muzaffarnagar,Uttar Pradesh,251001
"342, House 19",Station Road,Opposite City Mall,Tajganj,Hapur,Uttar Pradesh,245101
"33, Bungalow 23",Nehru Road,Opposite City Mall,Civil Lines,Mainpuri,Uttar Pradesh,205001
"72, House 12",Nehru Marg,Next to Community Center,Kakadeo,Bareilly,Uttar Pradesh,243001
"459, Cottage 7",Vivekananda Path,Opposite Shopping Complex,Aliganj,Ayodhya,Uttar Pradesh,224123
"136, Cottage 24",Station Road,Next to Central Park,Alambagh,Varanasi,Uttar Pradesh,221001
"189, Villa 10",Station Road,Opposite Shopping Complex,Sikandra,Mainpuri,Uttar Pradesh,205001
"95, Cottage 17",Ashok Marg,Behind Post Office,Kalyanpur,Lucknow,Uttar Pradesh,226001
"380, Flat 3",Gandhi Chowk,Opposite City Mall,Kakadeo,Kanpur,Uttar Pradesh,208001
"448, Flat 23",Ambedkar Road,Opposite Bank,Sigra,Lucknow,Uttar Pradesh,226001
"434, House 17",Lal Bahadur Shastri Road,Opposite Hospital,Charbagh,Rampur,Uttar Pradesh,244901
"92, Flat 23",Station Road,Adjacent to Fire Station,Shyam Nagar,Hapur,Uttar Pradesh,245101
"19, Bungalow 9",Shivaji Marg,Next to Temple,Aashiana,Lucknow,Uttar Pradesh,226001
"331, Villa 18",Tagore Road,Adjacent to Fire Station,Mahanagar,Kanpur,Uttar Pradesh,208001
"209, Flat 25",Ravindrapuri Road,Close to Airport,Alambagh,Ghaziabad,Uttar Pradesh,201001
"479, Cottage 12",Shivaji Marg,Opposite City Mall,Gomti Nagar,Noida,Uttar Pradesh,201301
"27, Flat 21",Ashok Marg,Behind Govt. School,Kamla Nagar,Hapur,Uttar Pradesh,245101
"22, Cottage 11",Patel Marg,Opposite City Mall,Saket Nagar,Gorakhpur,Uttar Pradesh,273001
"489, Apt. 19",Tagore Road,Close to Bus Stand,Kidwai Nagar,Prayagraj,Uttar Pradesh,211001
"404, Cottage 10",Rajpath,Opposite Shopping Complex,Raj Nagar,Unnao,Uttar Pradesh,209801
"10, Villa 23",Vivekananda Path,Opposite Bank,Lal Bangla,Mainpuri,Uttar Pradesh,205001
"119, Apt. 4",Rajpath,Next to Central Park,Hazratganj,Ayodhya,Uttar Pradesh,224123
"171, House 12",Mahatma Gandhi Road,Behind Govt. School,Sikandra,Farrukhabad,Uttar Pradesh,209625
"350, Apt. 3",Subhash Chauraha,Next to Temple,Jankipuram,Moradabad,Uttar Pradesh,244001
